"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
84370,27,"Male",8911,"Bachelor","East","Silver","occasional",3179,"Health",0,3
84371,28,"Male",40147,"HighSchool","South","Regular","rare",17453,"Health",0,3
84372,33,"Male",48951,"College","South","Regular","frequent",19146,"Clothing",0,5
84373,27,"Female",30759,"Bachelor","East","Silver","rare",9542,"Health",1,5
84374,26,"Female",46872,"College","East","Regular","occasional",19522,"Electronics",0,5
84375,30,"Male",33347,"College","West","Gold","occasional",13074,"Clothing",0,7
84376,35,"Male",49529,"HighSchool","West","Regular","occasional",19469,"Electronics",0,6
84377,39,"Female",8364,"HighSchool","West","Regular","frequent",2977,"Clothing",0,5
84378,27,"Male",25408,"College","West","Silver","occasional",6647,"Electronics",0,5
84379,32,"Female",11933,"HighSchool","South","Regular","rare",5503,"Electronics",0,5
84380,36,"Male",31801,"College","West","Silver","rare",9833,"Health",1,5
84381,31,"Male",23102,"Masters","South","Regular","rare",7824,"Electronics",1,5
84382,34,"Female",33079,"HighSchool","East","Regular","rare",13195,"Food",0,4
84383,32,"Male",8853,"Bachelor","North","Silver","occasional",3179,"Health",0,5
84384,30,"Female",20800,"Bachelor","West","Regular","rare",7087,"Electronics",1,5
84385,23,"Male",17167,"Bachelor","West","Regular","frequent",5239,"Books",0,5
84386,29,"Male",49038,"HighSchool","East","Regular","occasional",15102,"Food",0,2
84387,33,"Female",24663,"Bachelor","West","Gold","rare",9397,"Books",0,6
84388,25,"Female",9390,"Masters","East","Regular","rare",3883,"Food",0,6
84389,35,"Male",23003,"HighSchool","West","Silver","occasional",8618,"Beauty",0,6
84390,25,"Female",21805,"College","East","Silver","rare",7967,"Books",0,5
84391,26,"Female",45762,"Bachelor","South","Regular","rare",16802,"Electronics",0,5
84392,43,"Female",17641,"Masters","North","Regular","rare",7004,"Health",1,4
84393,26,"Female",24409,"College","West","Regular","rare",7260,"Health",1,4
84394,23,"Female",40266,"HighSchool","South","Regular","rare",16708,"Electronics",0,5
84395,29,"Female",16380,"College","South","Regular","rare",5192,"Clothing",1,5
84396,28,"Female",10872,"Bachelor","West","Regular","occasional",3323,"Health",0,5
84397,34,"Male",23032,"Bachelor","East","Gold","frequent",6556,"Food",0,6
84398,30,"Male",23533,"College","South","Regular","occasional",7912,"Health",0,5
84399,35,"Male",39316,"College","North","Silver","rare",15056,"Clothing",1,6
84400,27,"Female",35186,"College","South","Silver","occasional",13484,"Food",0,3
84401,30,"Female",45656,"College","North","Regular","occasional",15921,"Electronics",0,5
84402,34,"Male",21454,"Bachelor","South","Regular","rare",7813,"Clothing",0,6
84403,23,"Male",13038,"Bachelor","West","Silver","rare",3508,"Food",1,5
84404,29,"Female",24111,"College","South","Silver","occasional",8390,"Electronics",0,6
84405,36,"Female",47681,"Bachelor","West","Silver","rare",17689,"Electronics",0,5
84406,23,"Female",40023,"College","West","Regular","occasional",15416,"Clothing",1,6
84407,32,"Female",46980,"HighSchool","West","Silver","rare",17558,"Electronics",0,7
84408,19,"Male",48275,"Bachelor","North","Regular","rare",17659,"Clothing",1,5
84409,31,"Male",25658,"HighSchool","East","Regular","occasional",9481,"Beauty",0,4
84410,37,"Female",28455,"Masters","South","Gold","rare",10829,"Food",1,4
84411,34,"Male",39561,"Bachelor","West","Gold","rare",13947,"Food",1,4
84412,30,"Male",36014,"Masters","South","Regular","rare",12443,"Clothing",0,4
84413,28,"Male",42013,"Bachelor","West","Regular","occasional",13343,"Clothing",0,6
84414,32,"Female",32032,"College","South","Gold","frequent",9975,"Books",0,5
84415,21,"Female",37543,"College","South","Regular","rare",14656,"Clothing",0,5
84416,25,"Male",21015,"Bachelor","East","Regular","occasional",6485,"Electronics",1,6
84417,21,"Female",6434,"Masters","East","Silver","rare",2447,"Health",0,5
84418,30,"Female",33166,"Bachelor","North","Regular","occasional",9602,"Electronics",0,6
84419,34,"Female",24401,"Bachelor","South","Regular","occasional",8585,"Electronics",0,4
84420,31,"Female",5483,"Bachelor","South","Regular","occasional",1556,"Health",1,3
84421,34,"Female",12087,"College","East","Regular","rare",4057,"Home",1,4
84422,34,"Female",9808,"Bachelor","East","Regular","frequent",3560,"Health",0,5
84423,34,"Male",17451,"Bachelor","West","Silver","rare",8380,"Electronics",0,5
84424,28,"Female",11908,"HighSchool","South","Regular","rare",4737,"Electronics",0,4
84425,35,"Female",23665,"HighSchool","East","Regular","rare",9998,"Books",0,5
84426,25,"Male",14828,"Masters","North","Silver","rare",3299,"Electronics",0,5
84427,30,"Male",7602,"College","West","Regular","occasional",2562,"Clothing",0,4
84428,32,"Female",22010,"College","South","Regular","rare",6995,"Home",1,6
84429,31,"Male",20719,"College","North","Gold","rare",8516,"Home",0,6
84430,27,"Male",47768,"College","South","Regular","rare",19714,"Clothing",1,4
84431,27,"Female",26581,"College","West","Silver","occasional",7235,"Electronics",0,5
84432,32,"Male",12832,"College","North","Regular","occasional",3737,"Beauty",0,7
84433,27,"Male",27599,"College","South","Silver","occasional",12647,"Beauty",0,6
84434,31,"Male",8633,"College","South","Silver","frequent",2928,"Electronics",0,4
84435,29,"Male",33122,"College","South","Gold","rare",12180,"Electronics",0,4
84436,27,"Female",43065,"HighSchool","East","Regular","occasional",13163,"Health",0,4
84437,27,"Female",10828,"HighSchool","North","Silver","frequent",3787,"Clothing",0,5
84438,30,"Female",26304,"Bachelor","East","Silver","occasional",10843,"Books",0,7
84439,27,"Female",26026,"HighSchool","West","Regular","occasional",8107,"Books",0,5
84440,27,"Male",44585,"College","West","Silver","occasional",14712,"Electronics",1,4
84441,33,"Male",29873,"College","North","Silver","occasional",8805,"Books",0,4
84442,34,"Female",22304,"College","South","Silver","frequent",7743,"Clothing",0,5
84443,30,"Female",36829,"Masters","West","Silver","rare",13275,"Electronics",1,4
84444,29,"Male",11444,"HighSchool","North","Regular","occasional",5528,"Clothing",0,7
84445,34,"Female",47138,"HighSchool","East","Silver","occasional",18789,"Food",0,7
84446,30,"Male",22514,"College","East","Regular","occasional",8338,"Electronics",1,6
84447,31,"Female",32160,"Bachelor","North","Regular","rare",10513,"Books",0,7
84448,31,"Male",40860,"College","West","Regular","rare",18438,"Home",0,5
84449,36,"Male",46349,"Bachelor","West","Silver","rare",15799,"Books",0,6
84450,36,"Female",14085,"HighSchool","South","Gold","rare",4182,"Electronics",1,4
84451,32,"Male",12427,"Bachelor","North","Regular","rare",4729,"Books",1,4
84452,40,"Male",37503,"Bachelor","North","Gold","occasional",15234,"Home",0,4
84453,30,"Female",41630,"Bachelor","West","Silver","frequent",15982,"Clothing",0,4
84454,31,"Male",16817,"HighSchool","West","Regular","occasional",5556,"Electronics",0,4
84455,29,"Female",46193,"Bachelor","East","Regular","rare",13581,"Electronics",0,4
84456,21,"Female",12965,"College","South","Silver","frequent",5354,"Electronics",0,5
84457,30,"Male",5414,"College","West","Regular","rare",2189,"Food",0,4
84458,28,"Female",35179,"Masters","North","Regular","frequent",11064,"Clothing",0,4
84459,32,"Male",11894,"Bachelor","East","Regular","rare",3780,"Health",0,5
84460,31,"Male",23550,"Bachelor","North","Silver","frequent",7729,"Electronics",0,5
84461,29,"Female",40040,"Bachelor","North","Regular","frequent",16118,"Clothing",0,7
84462,35,"Female",34068,"College","West","Regular","rare",13013,"Electronics",0,5
84463,35,"Female",40593,"HighSchool","West","Regular","occasional",13057,"Electronics",1,6
84464,24,"Male",39157,"Bachelor","East","Silver","frequent",19133,"Electronics",0,5
84465,36,"Male",7209,"Bachelor","East","Silver","rare",3128,"Clothing",0,6
84466,19,"Male",13467,"HighSchool","East","Regular","rare",4564,"Health",0,5
84467,30,"Male",40204,"HighSchool","East","Regular","occasional",10205,"Electronics",1,5
84468,29,"Male",43309,"Bachelor","East","Regular","rare",14068,"Health",0,5
84469,26,"Male",17245,"Bachelor","North","Regular","rare",8681,"Books",0,4
84470,29,"Male",8468,"HighSchool","West","Silver","rare",3318,"Food",1,4
84471,22,"Female",43896,"College","South","Silver","rare",13786,"Clothing",0,7
84472,37,"Female",18874,"College","West","Regular","occasional",6270,"Electronics",0,5
84473,31,"Male",21033,"Bachelor","South","Regular","rare",7555,"Clothing",1,5
84474,34,"Female",27211,"Bachelor","South","Silver","rare",9659,"Clothing",0,5
84475,29,"Female",12463,"Masters","East","Silver","rare",4420,"Clothing",0,6
84476,31,"Female",16858,"College","East","Regular","rare",7192,"Electronics",0,6
84477,36,"Female",9110,"Masters","East","Regular","rare",3582,"Books",0,4
84478,24,"Female",45922,"College","West","Regular","rare",19709,"Food",0,5
84479,30,"Male",18791,"Bachelor","East","Regular","rare",5741,"Clothing",0,5
84480,25,"Male",17495,"Bachelor","West","Regular","rare",6579,"Clothing",0,5
84481,30,"Female",15049,"Masters","South","Regular","rare",4788,"Food",1,7
84482,28,"Male",23382,"Bachelor","East","Silver","frequent",9816,"Electronics",0,7
84483,31,"Female",34713,"College","South","Regular","rare",10813,"Health",0,5
84484,31,"Female",30134,"Masters","South","Regular","rare",10725,"Home",0,5
84485,32,"Female",23975,"Bachelor","East","Silver","rare",7523,"Books",0,5
84486,36,"Female",8656,"HighSchool","South","Silver","occasional",2534,"Electronics",0,6
84487,24,"Male",7619,"College","East","Regular","occasional",2370,"Books",0,7
84488,24,"Male",16362,"HighSchool","West","Silver","rare",6521,"Clothing",0,3
84489,28,"Male",36167,"College","West","Regular","rare",10700,"Books",1,6
84490,28,"Male",42903,"College","East","Regular","frequent",14583,"Books",1,5
84491,37,"Male",47324,"College","West","Regular","frequent",17605,"Health",1,6
84492,21,"Female",22644,"College","East","Regular","frequent",7891,"Books",0,6
84493,24,"Male",10442,"College","South","Silver","rare",3159,"Clothing",0,6
84494,22,"Female",35119,"Bachelor","South","Silver","rare",9960,"Clothing",0,4
84495,25,"Male",46113,"College","North","Regular","rare",14430,"Clothing",0,7
84496,25,"Male",27195,"Masters","North","Silver","rare",8094,"Health",1,5
84497,29,"Female",8771,"College","North","Silver","frequent",2916,"Clothing",0,4
84498,26,"Female",37612,"Bachelor","East","Silver","rare",11559,"Electronics",0,5
84499,35,"Female",49782,"College","West","Regular","frequent",12542,"Electronics",1,4
84500,27,"Male",39875,"HighSchool","East","Regular","frequent",14524,"Home",1,3
84501,27,"Male",41735,"College","North","Regular","rare",13059,"Clothing",0,6
84502,29,"Female",32526,"College","East","Silver","occasional",14529,"Clothing",0,4
84503,31,"Female",45659,"HighSchool","South","Gold","occasional",12638,"Electronics",1,5
84504,24,"Male",14523,"HighSchool","North","Silver","occasional",4414,"Electronics",1,5
84505,28,"Female",17385,"College","South","Regular","rare",5770,"Books",0,6
84506,29,"Female",28209,"College","North","Regular","occasional",8574,"Food",0,4
84507,28,"Male",41700,"Bachelor","East","Regular","occasional",8705,"Health",0,7
84508,27,"Female",42312,"Bachelor","North","Regular","frequent",15458,"Electronics",0,5
84509,20,"Male",47023,"College","East","Regular","occasional",15754,"Clothing",1,5
84510,31,"Female",43181,"HighSchool","East","Regular","frequent",13423,"Books",0,4
84511,28,"Male",37988,"Masters","East","Regular","rare",10107,"Beauty",0,5
84512,30,"Female",5731,"HighSchool","East","Regular","occasional",1968,"Health",0,6
84513,28,"Female",5768,"College","North","Silver","rare",2226,"Books",0,7
84514,33,"Male",26677,"College","South","Regular","frequent",8639,"Clothing",0,4
84515,26,"Female",45711,"HighSchool","West","Silver","occasional",15257,"Health",1,4
84516,25,"Female",8204,"HighSchool","East","Silver","frequent",2815,"Electronics",0,3
84517,33,"Male",37742,"College","South","Silver","frequent",12994,"Food",0,5
84518,18,"Male",14361,"Bachelor","West","Silver","occasional",5542,"Clothing",0,5
84519,27,"Female",26246,"HighSchool","West","Silver","frequent",9099,"Health",0,5
84520,34,"Female",19856,"College","East","Regular","rare",7271,"Books",0,5
84521,35,"Male",6467,"Bachelor","East","Regular","occasional",2544,"Books",0,5
84522,26,"Female",49342,"College","West","Regular","rare",15597,"Health",0,7
84523,36,"Male",13746,"College","South","Regular","occasional",5436,"Health",1,4
84524,28,"Male",42115,"Bachelor","West","Gold","occasional",17269,"Food",0,4
84525,33,"Male",30274,"College","East","Regular","rare",11691,"Electronics",0,6
84526,31,"Female",33524,"College","East","Regular","rare",13277,"Food",1,6
84527,27,"Male",42423,"Masters","East","Regular","rare",18287,"Clothing",1,4
84528,33,"Female",17683,"Bachelor","West","Regular","frequent",4554,"Health",0,5
84529,30,"Male",29683,"Bachelor","North","Regular","rare",12455,"Electronics",1,4
84530,25,"Female",11472,"HighSchool","North","Regular","frequent",4691,"Books",1,6
84531,29,"Female",45291,"Bachelor","West","Silver","frequent",14442,"Clothing",0,3
84532,36,"Female",21485,"College","North","Silver","rare",8454,"Books",0,6
84533,24,"Female",37478,"HighSchool","North","Gold","rare",11029,"Clothing",0,6
84534,29,"Female",13159,"Bachelor","West","Regular","occasional",4435,"Books",0,6
84535,32,"Female",46686,"Masters","East","Regular","frequent",13364,"Health",1,4
84536,29,"Female",26254,"College","West","Silver","rare",8411,"Electronics",0,4
84537,23,"Male",15640,"College","East","Regular","occasional",4743,"Food",0,2
84538,28,"Male",37313,"College","East","Regular","rare",12445,"Electronics",0,5
84539,34,"Male",43595,"HighSchool","East","Gold","occasional",15751,"Books",0,4
84540,33,"Male",34237,"Masters","West","Silver","occasional",11206,"Clothing",0,6
84541,33,"Female",30740,"Bachelor","North","Regular","rare",10189,"Electronics",0,4
84542,37,"Male",31236,"Masters","South","Regular","rare",8354,"Electronics",0,6
84543,28,"Female",8639,"College","West","Gold","frequent",2494,"Clothing",0,7
84544,27,"Female",42690,"Bachelor","North","Regular","rare",16288,"Clothing",1,7
84545,26,"Female",21015,"HighSchool","South","Silver","rare",8146,"Electronics",0,5
84546,26,"Male",33654,"Bachelor","East","Regular","frequent",11720,"Beauty",0,5
84547,25,"Male",10283,"HighSchool","West","Silver","occasional",3905,"Home",0,4
84548,33,"Male",20570,"HighSchool","South","Regular","rare",8315,"Electronics",1,5
84549,31,"Female",29872,"Bachelor","East","Gold","rare",12892,"Food",0,4
84550,26,"Female",6400,"College","East","Regular","rare",1956,"Clothing",1,7
84551,36,"Male",39089,"College","West","Silver","rare",11664,"Beauty",1,6
84552,29,"Female",15685,"College","North","Silver","rare",5585,"Books",0,4
84553,29,"Female",19047,"Bachelor","North","Regular","occasional",7040,"Electronics",0,6
84554,26,"Male",31287,"College","East","Regular","frequent",12008,"Electronics",1,5
84555,32,"Female",40546,"Bachelor","East","Regular","rare",14040,"Books",0,5
84556,24,"Female",6170,"Bachelor","East","Regular","rare",2338,"Electronics",0,3
84557,23,"Female",11428,"College","North","Regular","rare",3307,"Food",1,5
84558,31,"Female",32500,"HighSchool","North","Silver","occasional",10486,"Electronics",0,5
84559,31,"Male",39829,"HighSchool","South","Regular","frequent",13697,"Electronics",1,5
84560,31,"Female",8434,"HighSchool","West","Silver","rare",2594,"Home",0,5
84561,39,"Female",14386,"Bachelor","East","Regular","frequent",5598,"Clothing",1,6
84562,30,"Male",21092,"College","East","Gold","occasional",6743,"Home",1,5
84563,36,"Male",21646,"HighSchool","West","Regular","rare",9516,"Food",0,5
84564,37,"Male",47699,"College","East","Regular","occasional",17179,"Clothing",0,6
84565,24,"Female",12915,"HighSchool","North","Regular","rare",5181,"Clothing",1,6
84566,24,"Female",37264,"College","North","Silver","rare",12147,"Clothing",0,5
84567,23,"Female",48644,"HighSchool","West","Silver","rare",22025,"Clothing",0,7
84568,29,"Male",20584,"Masters","West","Silver","occasional",7642,"Electronics",0,4
84569,29,"Male",30112,"HighSchool","East","Regular","frequent",13035,"Health",0,4
84570,34,"Male",6458,"College","West","Regular","rare",2479,"Electronics",0,5
84571,42,"Male",6131,"HighSchool","North","Regular","rare",2051,"Health",0,4
84572,26,"Female",30624,"Bachelor","West","Silver","rare",10139,"Electronics",0,5
84573,27,"Male",15117,"Bachelor","East","Regular","rare",6373,"Electronics",1,6
84574,23,"Female",12248,"HighSchool","South","Regular","occasional",3583,"Electronics",0,4
